,SEASON,PLAYER ID,PLAYER NAME,TEAM ID,TEAM ABBREVIATION,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,TEAM,POSITION,BIRTH DATE,EXP,SCHOOL
78,2000-01,2084,Chris Porter,1610612744,GSW,23.0,200.66,98.88325425696948,Auburn,USA,2000,2,55,Golden State Warriors,F,"MAY 09, 1978",R,Auburn
79,2000-01,916,Corie Blount,1610612744,GSW,32.0,208.28,109.7694840834248,Cincinnati,USA,1993,1,25,Golden State Warriors,C-F,"JAN 04, 1969",7,Cincinnati
80,2000-01,956,Erick Dampier,1610612744,GSW,25.0,210.82,120.20212100044454,Mississippi State,USA,1996,1,10,Golden State Warriors,C,"JUL 14, 1975",4,Mississippi State
81,2000-01,1716,Larry Hughes,1610612744,GSW,22.0,195.58,83.46109533615771,St. Louis,USA,1998,1,8,Golden State Warriors,G,"JAN 23, 1979",2,St. Louis
82,2000-01,1531,Marc Jackson,1610612744,GSW,26.0,208.28,122.47008554762272,Temple,USA,1997,2,37,Golden State Warriors,C,"JAN 16, 1975",R,Temple
83,2000-01,302,Mookie Blaylock,1610612744,GSW,34.0,185.42,83.91468824559335,Oklahoma,USA,1989,1,12,Golden State Warriors,G,"MAR 20, 1967",11,Oklahoma
84,2000-01,2101,Paul McPherson,1610612744,GSW,22.0,193.04,95.25451098148434,DePaul,USA,Undrafted,Undrafted,Undrafted,Golden State Warriors,G,"JUL 03, 1978",R,DePaul
85,2000-01,1907,Vonteego Cummings,1610612744,GSW,25.0,190.5,86.18265279277155,Pittsburgh,USA,1999,1,26,Golden State Warriors,G,"FEB 29, 1976",1,Pittsburgh
86,2000-01,435,Carlos Rogers,1610612745,HOU,30.0,210.82,105.23355498906842,Tennessee State,USA,1994,1,11,Houston Rockets,F-C,"FEB 06, 1971",6,Tennessee State
87,2000-01,1749,Cuttino Mobley,1610612745,HOU,25.0,193.04,86.18265279277155,Rhode Island,USA,1998,2,41,Houston Rockets,G,"SEP 01, 1975",2,Rhode Island
88,2000-01,2061,Dan Langhi,1610612745,HOU,23.0,210.82,99.79044007584076,Vanderbilt,USA,2000,2,31,Houston Rockets,F,"NOV 28, 1977",R,Vanderbilt
89,2000-01,165,Hakeem Olajuwon,1610612745,HOU,38.0,213.36,115.66619190608812,Houston,Nigeria,1984,1,1,Houston Rockets,C,"JAN 21, 1963",16,Houston
90,2000-01,1509,Kelvin Cato,1610612745,HOU,26.0,210.82,115.66619190608812,Iowa State,USA,1997,1,15,Houston Rockets,C,"AUG 26, 1974",3,Iowa State
91,2000-01,1903,Kenny Thomas,1610612745,HOU,23.0,203.2,117.93415645326634,New Mexico,USA,1999,1,22,Houston Rockets,F,"JUL 25, 1977",1,New Mexico
92,2000-01,672,Matt Bullard,1610612745,HOU,34.0,208.28,106.59433371737532,Iowa,USA,Undrafted,Undrafted,Undrafted,Houston Rockets,F,"JUN 05, 1967",9,Iowa
93,2000-01,983,Moochie Norris,1610612745,HOU,27.0,185.42,79.37875915123695,West Florida,USA,1996,2,33,Houston Rockets,G,"JUL 27, 1973",3,West Florida
94,2000-01,2173,Sean Colson,1610612745,HOU,25.0,182.88,79.37875915123695,North Carolina-Charlotte,USA,Undrafted,Undrafted,Undrafted,Houston Rockets,G,"JUL 01, 1975",R,North Carolina-Charlotte
95,2000-01,1000,Shandon Anderson,1610612745,HOU,27.0,198.12,95.25451098148434,Georgia,USA,1996,2,54,Houston Rockets,G-F,"DEC 31, 1973",4,Georgia
96,2000-01,1883,Steve Francis,1610612745,HOU,24.0,190.5,87.54343152107847,Maryland,USA,1999,1,2,Houston Rockets,G,"FEB 21, 1977",1,Maryland
97,2000-01,1005,Walt Williams,1610612745,HOU,31.0,203.2,104.32636917019714,Maryland,USA,1992,1,7,Houston Rockets,F-G,"APR 16, 1970",8,Maryland
98,2000-01,1730,Brian Skinner,1610612746,LAC,25.0,205.74,120.20212100044454,Baylor,USA,1998,1,22,Los Angeles Clippers,F-C,"MAY 19, 1976",2,Baylor
99,2000-01,685,Cherokee Parks,1610612746,LAC,28.0,210.82,108.86229826455354,Duke,USA,1995,1,12,Los Angeles Clippers,F-C,"OCT 11, 1972",5,Duke
100,2000-01,2032,Darius Miles,1610612746,LAC,19.0,205.74,91.62576770599922,None,USA,2000,1,3,Los Angeles Clippers,F-G,"OCT 09, 1981",R,East St. Louis HS (IL)
101,2000-01,400,Derek Strong,1610612746,LAC,33.0,205.74,108.86229826455354,Xavier,USA,1990,2,47,Los Angeles Clippers,F,"FEB 09, 1968",9,Xavier
102,2000-01,15,Eric Piatkowski,1610612746,LAC,30.0,198.12,98.42966134753382,Nebraska,USA,1994,1,15,Los Angeles Clippers,G-F,"SEP 30, 1970",6,Nebraska
103,2000-01,976,Jeff McInnis,1610612746,LAC,26.0,193.04,80.73953787954387,North Carolina,USA,1996,2,37,Los Angeles Clippers,G,"OCT 22, 1974",3,North Carolina
104,2000-01,2039,Keyon Dooling,1610612746,LAC,21.0,195.58,87.54343152107847,Missouri,USA,2000,1,10,Los Angeles Clippers,G,"MAY 08, 1980",R,Missouri
105,2000-01,1885,Lamar Odom,1610612746,LAC,21.0,208.28,96.61528970979128,Rhode Island,USA,1999,1,4,Los Angeles Clippers,F,"NOV 06, 1979",1,Rhode Island
106,2000-01,1709,Michael Olowokandi,1610612746,LAC,26.0,213.36,131.99553664577115,Pacific,Nigeria,1998,1,1,Los Angeles Clippers,C,"APR 03, 1975",2,Pacific
107,2000-01,2047,Quentin Richardson,1610612746,LAC,21.0,198.12,101.15121880414766,DePaul,USA,2000,1,18,Los Angeles Clippers,G,"APR 13, 1980",R,DePaul
108,2000-01,399,Sean Rooks,1610612746,LAC,31.0,208.28,117.93415645326634,Arizona,USA,1992,2,30,Los Angeles Clippers,C,"SEP 09, 1969",8,Arizona
109,2000-01,1985,Zendon Hamilton,1610612746,LAC,26.0,210.82,115.21259899665247,St. John's,USA,Undrafted,Undrafted,Undrafted,Los Angeles Clippers,F-C,"APR 29, 1975",R,St. John's
110,2000-01,216,Brian Shaw,1610612747,LAL,35.0,198.12,90.71858188712795,California-Santa Barbara,USA,1988,1,24,Los Angeles Lakers,G,"MAR 22, 1966",11,California-Santa Barbara
111,2000-01,965,Derek Fisher,1610612747,LAL,26.0,185.42,90.71858188712795,Arkansas-Little Rock,USA,1996,1,24,Los Angeles Lakers,G,"AUG 09, 1974",4,Arkansas-Little Rock
112,2000-01,1904,Devean George,1610612747,LAL,23.0,203.2,99.79044007584076,Augsburg,USA,1999,1,23,Los Angeles Lakers,G-F,"AUG 29, 1977",1,Augsburg
113,2000-01,323,Greg Foster,1610612747,LAL,32.0,210.82,113.39822735890992,Texas-El Paso,USA,1990,2,35,Los Angeles Lakers,C,"OCT 03, 1968",10,Texas-El Paso
114,2000-01,270,Horace Grant,1610612747,LAL,35.0,208.28,111.13026281173174,Clemson,USA,1987,1,10,Los Angeles Lakers,F,"JUL 04, 1965",13,Clemson
115,2000-01,977,Kobe Bryant,1610612747,LAL,22.0,200.66,95.25451098148434,None,USA,1996,1,13,Los Angeles Lakers,G,"AUG 23, 1978",4,Lower Merion HS (PA)/USA
116,2000-01,2058,Mark Madsen,1610612747,LAL,25.0,205.74,108.86229826455354,Stanford,USA,2000,1,29,Los Angeles Lakers,F,"JAN 28, 1976",R,Stanford
117,2000-01,296,Rick Fox,1610612747,LAL,31.0,200.66,109.7694840834248,North Carolina,Canada,1991,1,24,Los Angeles Lakers,F,"JUL 24, 1969",9,North Carolina
118,2000-01,109,Robert Horry,1610612747,LAL,30.0,208.28,106.59433371737532,Alabama,USA,1992,1,11,Los Angeles Lakers,F,"AUG 25, 1970",8,Alabama
119,2000-01,166,Ron Harper,1610612747,LAL,37.0,198.12,97.52247552866254,Miami (Ohio),USA,1986,1,8,Los Angeles Lakers,G,"JAN 20, 1964",14,Miami (Ohio)
120,2000-01,406,Shaquille O'Neal,1610612747,LAL,29.0,215.9,142.88176647222653,Louisiana State,USA,1992,1,1,Los Angeles Lakers,C,"MAR 06, 1972",8,Louisiana State
121,2000-01,1731,Tyronn Lue,1610612747,LAL,24.0,182.88,80.73953787954387,Nebraska,USA,1998,1,23,Los Angeles Lakers,G,"MAY 03, 1977",2,Nebraska
122,2000-01,920,A.C. Green,1610612748,MIA,37.0,205.74,102.05840462301894,Oregon State,USA,1985,1,23,Miami Heat,F,"OCT 04, 1963",15,Oregon State
123,2000-01,297,Alonzo Mourning,1610612748,MIA,31.0,208.28,118.38774936270195,Georgetown,USA,1992,1,2,Miami Heat,C,"FEB 08, 1970",8,Georgetown
124,2000-01,1853,Anthony Carter,1610612748,MIA,26.0,185.42,86.18265279277155,Hawaii,USA,Undrafted,Undrafted,Undrafted,Miami Heat,G,"JUN 16, 1975",1,Hawaii
125,2000-01,193,Anthony Mason,1610612748,MIA,34.0,203.2,115.66619190608812,Tennessee State,USA,1988,3,53,Miami Heat,F,"DEC 14, 1966",10,Tennessee State
126,2000-01,258,Brian Grant,1610612748,MIA,29.0,205.74,113.39822735890992,Xavier,USA,1994,1,8,Miami Heat,C-F,"MAR 05, 1972",6,Xavier
127,2000-01,1477,Bruce Bowen,1610612748,MIA,30.0,200.66,90.71858188712795,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,Miami Heat,F-G,"JUN 14, 1971",4,California State-Fullerton
128,2000-01,76,Cedric Ceballos,1610612748,MIA,31.0,200.66,99.79044007584076,California State-Fullerton,USA,1990,2,48,Miami Heat,F,"AUG 02, 1969",10,California State-Fullerton
129,2000-01,105,Dan Majerle,1610612748,MIA,35.0,198.12,100.69762589471202,Central Michigan,USA,1988,1,14,Miami Heat,G-F,"SEP 09, 1965",12,Central Michigan
130,2000-01,190,Duane Causwell,1610612748,MIA,33.0,213.36,115.66619190608812,Temple,USA,1990,1,18,Miami Heat,C,"MAY 31, 1968",10,Temple
131,2000-01,2067,Eddie House,1610612748,MIA,23.0,185.42,81.64672369841516,Arizona State,USA,2000,2,37,Miami Heat,G,"MAY 14, 1978",R,Arizona State
132,2000-01,224,Eddie Jones,1610612748,MIA,29.0,200.66,87.99702443051412,Temple,USA,1994,1,10,Miami Heat,G,"OCT 20, 1971",6,Temple
133,2000-01,896,Tim Hardaway,1610612748,MIA,34.0,182.88,88.45061733994974,Texas-El Paso,USA,1989,1,14,Miami Heat,G,"SEP 01, 1966",10,Texas-El Paso
134,2000-01,1032,Darvin Ham,1610612749,MIL,27.0,200.66,104.32636917019714,Texas Tech,USA,Undrafted,Undrafted,Undrafted,Milwaukee Bucks,F-G,"JUL 23, 1973",3,Texas Tech
135,2000-01,911,Ervin Johnson,1610612749,MIL,33.0,210.82,115.66619190608812,New Orleans,USA,1993,1,23,Milwaukee Bucks,C,"DEC 21, 1967",7,New Orleans
136,2000-01,299,Glenn Robinson,1610612749,MIL,28.0,200.66,104.32636917019714,Purdue,USA,1994,1,1,Milwaukee Bucks,F,"JAN 10, 1973",6,Purdue
137,2000-01,679,Jason Caffey,1610612749,MIL,28.0,203.2,116.11978481552376,Alabama,USA,1995,1,20,Milwaukee Bucks,F,"JUN 12, 1973",5,Alabama
138,2000-01,2038,Joel Przybilla,1610612749,MIL,21.0,215.9,115.66619190608812,Minnesota,USA,2000,1,9,Milwaukee Bucks,C,"OCT 10, 1979",R,Minnesota
139,2000-01,283,Lindsey Hunter,1610612749,MIL,30.0,187.96,90.71858188712795,Jackson State,USA,1993,1,10,Milwaukee Bucks,G,"DEC 03, 1970",7,Jackson State
140,2000-01,998,Mark Pope,1610612749,MIL,28.0,208.28,106.59433371737532,Kentucky,USA,1996,2,52,Milwaukee Bucks,C-F,"SEP 11, 1972",2,Kentucky
141,2000-01,1747,Rafer Alston,1610612749,MIL,24.0,187.96,78.47157333236568,Fresno State,USA,1998,2,39,Milwaukee Bucks,G,"JUL 24, 1976",1,Fresno State
142,2000-01,951,Ray Allen,1610612749,MIL,25.0,195.58,92.98654643430616,Connecticut,USA,1996,1,5,Milwaukee Bucks,G,"JUL 20, 1975",4,Connecticut
143,2000-01,208,Sam Cassell,1610612749,MIL,31.0,190.5,83.91468824559335,Florida State,USA,1993,1,24,Milwaukee Bucks,G,"NOV 18, 1969",7,Florida State
144,2000-01,281,Scott Williams,1610612749,MIL,33.0,208.28,104.32636917019714,North Carolina,USA,Undrafted,Undrafted,Undrafted,Milwaukee Bucks,F-C,"MAR 21, 1968",10,North Carolina
145,2000-01,1501,Tim Thomas,1610612749,MIL,24.0,208.28,104.32636917019714,Villanova,USA,1997,1,7,Milwaukee Bucks,F,"FEB 26, 1977",3,Villanova
146,2000-01,324,Anthony Peeler,1610612750,MIN,31.0,193.04,94.34732516261306,Missouri,USA,1992,1,15,Minnesota Timberwolves,G,"NOV 25, 1969",8,Missouri
147,2000-01,1497,Chauncey Billups,1610612750,MIN,24.0,190.5,91.62576770599922,Colorado,USA,1997,1,3,Minnesota Timberwolves,G,"SEP 25, 1976",3,Colorado
148,2000-01,1051,Dean Garrett,1610612750,MIN,34.0,210.82,113.39822735890992,Indiana,USA,1988,2,38,Minnesota Timberwolves,C,"NOV 27, 1966",4,Indiana
149,2000-01,1732,Felipe Lopez,1610612750,MIN,26.0,195.58,88.45061733994974,St. John's,Dominican Republic,1998,1,24,Minnesota Timberwolves,G-F,"DEC 19, 1974",2,St. John's
